text	classify
مطلب کچھ نہیں ہونا بلاونگ ٹائیگر فورس کو 😅😅	0.0
بھائی کیوں آپ لوگ زیدی بھائی کے پیچھے پڑے ہوئے ہیں۔۔۔بھائی تو ابھی ابھی شمالی علاقاجات کی سیر کر ک ائے ہے۔بھائی کی ابھی تو تھکاوٹ بھی دور نہی ہوئی۔ کُچھ تو خیال ۔😝کرو بھائی کا۔	0.0
بڑی بھیانک ہوتی ہیں عشق کی سزائیں ... 💔 بندہ پل پل مرتا ہے لیکن موت نہیں آتی ... 🥀	0.0
کراچی میں دہشت گردی پھر سر اٹھانے لگی،میاں صاحب تیری یاد آیی تیرے جانے کے بعد 😭	1.0
آرمی چیف نے کراچی واقعہ کا نوٹس لے لیا ، آئی ایس پی آر یہ نوٹس ویسا ہی ہیں جیسا وینا ملک دینے کے بعد کہتی ہیں میں آئندہ کسی کو نہیں دوں گئی 😂😂	1.0
اب مطالعہ پاکستان نے جگہ لے لی اور اس میں ایک مختصر سا ٹاپک کشمیر کا بھی ہے 😝 اور یہی وجہ ہے کہ مطالعہ پاکستان متاثرین میں دن بادن اضافہ ھوتا جا رہا ہے۔	1.0
دل کرتا ہے ایک دن زہر دے دوں دعوت پہ بلا کر ساری خواہشات کو ؀ اشفاق احمد ♥️	1.0
او فرح دند نہ نکالو پلیز 😂😂	0.0
یہ آپ نےمیری کاپی کی ہوگی،،کہیں سےپڑھی ہوگی،،میں نےایسی شاعری والی پوسٹس ابتدا میں بہت کی تھی😜😜😜اب میں اس سےآگے بڑھ گئی ہوں😜😜😜	1.0
 پاک آرمی ، ہمارے ملک کی سرحدوں کے محافظ 😍، ہماری سیاست کے بھی محافظ ، NationLovesPakistanArmy	0.0
صفدر نے کہا میں کپڑے تبدیل کر کے آتا ہوں 😂😂😂😂😂😂	1.0
"@UstadSays کنٹریکٹ ٹیچر کی کیا مجال سر؟؟؟؟ 
توبہ کریں 🙅‍♀️
#Sarcasm"	1.0
ہور کی ٹرک 🚛 آنا سی 😂 😂 😂	1.0
ہاہاہاہاہاہا 🤣 😅 🤣 بڑی چالاک ہو لڑکی	1.0
بڑا شوق تھا زمانہ جاھلیت دیکھنے کا فراز پٹواریوں کو دیکھ کر یہ کمی پوری ھوگی🤣🙄😜	0.0
🌺الوَاحدُ🌺 بے مثال ،اکیلا،جو اپنی ذات و صفات میں یکتاہے جس کا ذات، صفات، عبادات میں کوئی شریک نہیں۔ ادب_کا_سفر	0.0
لاہور سی سی سی ایس پی او عمر شیخ رخصت پر چلے گئے 😭😭😭😭😭😭😭😭😭 اب پنجاب پولیس کو نیویارک پولیس کون بنائے گا	1.0
تو وہ میرے میاں کو نا دیکھے 😏😏😏😏😂😂	0.0
ہیرے جیسے بیٹے۔❤️ عظیم ماوں کے جنازے لعل جنت کے شہزادے	0.0
"#طنز
خود کو بکھرتے دیکھتے ہیں کچھ کر نہیں پاتے ہیں 
پھر بھی لوگ خداؤں جیسی باتیں کرتے ہیں 
#افتخار_عارف"	1.0
میرے جیسے پہلی لائن میں شامل ہوتے ہیں `` '' سچ `` '' 😢😢😢	0.0
😂😂 یار تم یہ چھپ چھپ کے پٹواری اور جیالا کیوں بن رہی ہو۔ کھل کےشمولت کا اعلان کرو سرکاری حاجن۔ گالیاں تو ویسے بھی پڑ ہی رہی ہیں	1.0
 ایک یوتھیا روز گدھے پر کالج جاتا تھا دو سال بعد گدھا B.A کر گیا اور یوتھیا فیل ہو گیا.😎😋😜😂😂	1.0
لوٹ کر یادیں آتی ہیں۔۔۔ وقت نہیں 💯	0.0
ڈیل کرنے کا بول رہے ہو میں این ار او نہیں دوں گا ... .. 😂😂🙃	1.0
اس رنگ برنگی دنیا میں کئی من کے کالے رہتے ہیں۔۔۔۔	0.0
اچھا اچھا جناب میں ڈر گٸی آں تہاڈی معصومیت توں۔😂😂	0.0
یہ نانی 420 ہے 😂😂😂	1.0
مُک گٸی جوانی بن گٸی نانی پر سوچ پھر بھی شیطانی دسو کون؟ 😁	1.0
تُسا نو پتہ ایہ ایس نے کوئی اکاونٹ نئی چھیڈیا جیڑا فالو کیا نئی کتھا وے۔۔😆😆😆😆	0.0
 ہمارے سبز ہونے پر نہ جانا ہمارے دل پہ کائی جم رہی ہے 💚 سیماب ظفر	0.0
امام مہدی کو کون بتائے گا کہ تم امام مہدی ہو مولوی ۔ پین دی سری ۔مولانا فضل الرحمن ۔بپا جی 🤷‍♂️🤷‍♂️	0.0
پاکستانی تاریخ صرف نوازشریف کو یہ اعزاز حاصل ھوا ھے کہ ان کا بیانیہ لوئر کلاس میں بھی پاپولر ھورھا ھے۔۔۔💖🌹💖 '' وؤٹ کو عزت دو ``	0.0
 منہ میں مدینہ دل میں مندر شکل سے بندر کاموں سے کنجر عقل کا اندھا بتاٶں کون ہے یہ بندہ ؟؟👇	1.0
امریکی فوجیں ہیں یہاں یا چلی گئیں 😉😉😉😉😉😉😉😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊	0.0
سارا مسٸلہ ہی اس اخلاقیات ہے نہ راواداری ہے نہ تحمل نہ کسی کا احترام نہ لحاظ 😭	1.0
آپ تو ایسے خوش ہورہی ہو جیسے نیلام گھر میں تمہارا فرج نکلا ہے 🙊🙊🙊🙊	1.0
اس سے پہلے خود مینٹل ہو جائے گا۔ کیسا 💯 بے غیرت ہے۔👍	0.0
مجھ کو مجھ سے کبھی جدا نہ لگے کوئی تجھ سا ترے سوا نہ لگے کچھ نہیں کہہ سکا اِسی خاطر یار اُس کو کہیں برا نہ لگے ہے وہ میرے وجود میں موجود اب مجھے وہ بھی دوسرا نہ لگے میرے مولا اُسے بچا رکھنا بس اُسے شہر کی ہوا نہ لگے 	0.0
تربوز 🍉 200 روپے لیٹر کدو 🎃 300 فٹ کیلا 🍌 360 انچ انگور 🍇 100 روپے کا ایک بلاوجہ بھٹو	1.0
 ❤وہ میری `` سوچ '' ہے ۔۔۔صاحب۔ ❤ ❤کوئئ اور اسے ۔۔سوچے بھی کیوں🔥	0.0
امیروں کی نانی پلاسٹک کی نانی ہے جبکہ ہماری نانیاں اصلی تے کھری سر تا پا محبت و شفقت ❤️❤️❤️	1.0
ھاھاھاھاھااو تیری خیر او پاٸیا تسی فیاض نال گل پٸے کردے او جونی سن نال نٸیں 😂😂😂😂😂	0.0
پہلے مجھے لگتا تھا میں کیوٹ ہوں..😋 پر جب میں نے خود کو `` Zoom '' کر کے دیکھا تو مجھے پتا چلا کہ😔 میں تو بے غیرتحاشہ خوبصورت بھی ہوں 😍😜😝	1.0
دل ٹوٹ گیا 😳	0.0
پٹھانی بولی😁😁😁😘😘😘	0.0
عورت نے تھانے فون کیا اور کہا کہ میرا بیٹا اغوا ہوگیا ہے۔ ایس ایچ او نے جواب دیا بی بی ہمارا آئی جی اغوا ہوگیا ہے 😂😂😂😂😂😂😂	1.0
 ᷂الحمدالله ᷂حتى ᷂يبلغ ᷂الحمد ᷂منتهآھہّ  قروبالفخـآمہللرتــويت	0.0
نانی اماں لاہور کالج سے نالائقی پر نکالی بھی گئی تھی نیز میڈیکل کالج سے انگریزی میں ماسٹرز بھی کیا 🤫😂	1.0
ہاں نا😂	0.0
 سلام یا خاتم_النبیین_محمدﷺ🌹 دوسرے کو دینے کے لیے مسنون دعا 🤲🏼 اللهم أَكْثِرْ مَالَه وَوَلدَه، وَبَارِكْ لَه فِيْمَا…	0.0
کیوں 😂	0.0
سر لوگ سمجھنا شروع کر دیں گے ؟  	0.0
جج آخری خواہش بتاو؟ مجرم کوئی غیرت مند پی ٹی آئی والا دیکھنا چاہتا ہوں🤔 جج بہت چالاک ہو ساری زندگی جینا چاہتے ھو 😂	1.0
"خان کی جس بات کو سب سے زیادہ تنقید کا نشانہ بنایا جاتا ھے وہ تو اس کی واحد خوبی ھے۔
پاکستان میں سیاسی اجتماعات  میں فیملیز کی شمولیت کی بھر پور روایت  اور میوزک کا اجراء۔۔۔
سو میں سے سو نمبر۔۔۔"	1.0
مسکرایۓ ... .☺️ دنیا کے سارے غم..☹️ آپ کی ملکیت تھوڑی نہ ہیں..💯🔥	1.0
میرا بھی💗	0.0
اچھی بھلی عزت ملنے والی تھی پولیس نے چھاپا مار دیا😅😅😅😅	1.0
ارے نہیں بڑھیا، ہماری تو جان ہے توں😍۔ مزاق کرتے ہیں 😘	0.0
🙏💐🌹❤️ انشااللہ خلوص میں کمی نہیں پاو گی مارخورز	0.0
تیری مرتبہ دائی نے کہا تھا وہی گشتی کا بچہ ہوا جسکا ڈر تھا۔😂😁	0.0
سر محترم چیف صاحب آپ نے تو غزوۂ ہِند کرنا تھا ، آپ غزوۂ سندھ کر رہے ہیں۔  StateAboveStateRejected	1.0
 بدزبان بد کلام چوہان چوہان نیازی اپنے ٹائیگر نامی کتے 🐶 کو لگام دو BachaKhanOurHero	1.0
اَشْھَدُ اَنْ لَآَاِلَٰہَ اَلَاِلاَّ اللہُ وَحَلَدَہُؐ لَاشَرَحَلَیْکَ لَاَشْھَدُ اَنَّاَشْھَدُ اَنَّاَشْھَدُ اَنَّاَشْھَدُ اَنَّاَنَّاَشْھَدُ اَنَّا	0.0
بلاول۔ جب وزیراعظم پاکستان کی بجائےچیف جسٹس پاکستان کی بجائےچیف آف آرمی جنرل باجوہ سے درخواست کریں گے ۔کیسےجہموریت مظبوط گی😇	1.0
گالاں کھانیاں 😂😜😂✌️	0.0
میر صاحب یہ بس اپنی بات سنا کر بعد مے گونگے اندھے بن جاتے ہے 	1.0
او سالیا پہلے اپنے پیو تے واپس بلا جیہرا دوائی لین گیا تے واپس نی آیا ہالے تک😂 زات دی بریانی تے اکبراں دیگاں نوں جپھے😂 نواز_غدار_ہے PakistanMovingForward	0.0
جب بارش آتا ہے تو پانی آتا ہے کہ بعد پیش خدمت ہے۔۔۔ آلو200روپےدرجن انڈے200کلو آٹا600روپےلیٹر چینی 100 روپےمربع فٹ سونا1لاکھ روپےکلومیڑ سائنسدان کا نام بتائیں؟ 	1.0
پاکستانیوں کا سٹائل ہے یہ اُم باسط  ذرا توجہ ملے تو زمین پر چلنا چھوڑ دیتے ہیں	1.0
ے دنیا ہے جناب۔۔۔ محفل میں بدنام۔۔اور منہ پر سلام کرتی ہے 💯👍🔥💔	0.0
لگتا ہے کہ نانی ۴٢٠ کی زنبیل میں بہت کچھ دفن ہے 😉	1.0
سوشل میڈیا پر سوشل ڈیسٹینسنگ کی بات کرنا جرم ہے 😋😋😋😁😁😁😂😂😂	1.0
پچھلے مہینے مجھے افغنستان میں تعینتات میجر کے میسج آئے تھے جیسے ایک اپریشن کے دوران کروڑوں ڈالر ملے ملے ھے 😁	1.0
 اور میمن باپ کی آزمودہ دھمکی '' کل سے تو گلے کیش کاؤنٹر پر نہیں بیٹھے گا 🙄😏	1.0
کام کا بندا ہیں تو اور میرا دل کا 😍	0.0
پاکستان کیخلاف جانے کیلئے کچھ بھی۔ دماغ تو ہے نہیں جو استعمال کریں۔😂	1.0
اسکا بھی اپنے باؤ جی کی طرح خوار ہونے کا وقت ہُوا چاہتا ہے😂😂	1.0
جب بارش آتا ہے تو پانی آتا ہے کہ بعد پیش خدمت ہے۔۔۔ آلو200روپےدرجن انڈے200کلو آٹا600روپےلیٹر چینی 100 روپےمربع فٹ سونا1لاکھ روپےکلومیڑ سائنسدان کا نام بتائیں؟ 😂	1.0
ناجانے کیسی حقیقت میں ہے حُسینؑ کی ماںؐ کہ اس کہ نور میں ﷲ دیکھائی دیتا ہے 🙌❤	1.0
کاش نیوٹن کے اماں ابا نے اسے سکھایا ہوتا کے گِری ہوٸ چیز نہیں اٹھاتے تو آج فزکس کا رونا نہ ہوتا۔۔۔😕😜🙊🙊 physics Newton	1.0
ڈمی بلاول کی نالائق ڈمی حکومت۔۔ 	1.0
لاہوریوں کے ساتھ کھیل گیا 😂😂😂 اور وہ آخر میں محلے کے ہی نکلے بغیرت 🤣😅😒	1.0
دھرتی کے بوجھ ہیں ان جیسے لوگ	0.0
تمھیں پتا تھا۔ ایک اور لفظ تھا tight	0.0
اردو میں لکھنے والے ایک دو سمجھدار ٹویپس کو انگریزی میں ٹویٹ کرنے سے سختی سے پرہیز کرنا ہے۔ انگریزی میں ایک مختصر تھریڈ پڑھنے کی کوشش میں سر میں درد شروع کرواچکا 😂😂	1.0
تب civic والے کی طرف اشارہ کیا ہے یوسفی صاحب نے😂	0.0
فالو کریں فالو بیک لیں 💯	0.0
اچھا ہمیں تو پتا ہی نہیں تھا اتنے زہین لوگ بھی ہیں😉😅😉knowledge میں اضافہ ہو گیا😉	0.0
میرے لیے لے لا پسند ہے مجھے 🙈🙈🙊😂😂🤣🤣🤣	0.0
کمال کرتی ہو آپ بھی ۔۔ میں نے پہلے بھی کہا تھا ۔۔کوئی اک ہووے گے دساں نہ ۔۔ مطلب یہ ہے کہ اک وی نہیں 💔🙄😏	0.0
روووعـہ	0.0
واہ واہ پھوپھا جی پر لائن ماری جا رہی ہے پھوپھو کدھر ہے 😳😳	0.0
اگر تو وہ کھوتا بریانی تھی تو پھر آپ کو مبارک ہو آپ پٹواری بن چکی ہیں😂😜	1.0
بہت بہت شکريہ جناب😊❤	0.0
ناممکن😂😂😂😂😂😂😂😂نظر وہ بھی آپ کو	0.0
ایک وہ بھی خنزیر کا بچہ ہے جس نے مادرملت پر بہتان لگائے تھے آج وہ خنزیر کا بچہ غدار گنجے شیطان کا خاص رشتے دار ہے 😡😡😡😡	1.0
چینی مہنگی ھے تو جانو کی انگلی چائے میں ڈبو کےمیٹھی کیاکرو ویسے بھی آن لائن بغیرتیاں تو کرتے ھو😜😜😜	0.0
گفٹ کیا بھیجے گی 😂 مجھے تو خود یہ ایزی لورڈ کھانے والی لگتی ہے	0.0
خود ہی کہہ رہا بول نی سکتا بول نی سکتا میں نے کہ دیا بول دے بہن🙈😂	0.0
 اس بار لنڈے سے ذرا ہاتھ ہولا رکھنا ％75 فیصد گورے کرونا سے مرے ہیں سوچا آپ کو یاد دلا دوں 🤔😛 ReformPakJudicialSystem ل…	1.0
کل تک پاک فوج کو گالیاں دے رہے تھے اور آج PDM پاک فوج سے انکوائری کی سفارش کر رہی ہے اسے کہتے ہیں تھوک کر چاٹنا🤣😂🤣	1.0
یہ ہمارے ووٹ کو عزت دے رہے ہیں سیٹیاں بجا کر 👋	0.0
منہ بند کرو مکھی چلی جائے گی 😉	1.0
ہاہاہاہاہاہاہاہاہاہاہاہاہاہاہا 😂😂😂😂😂 یہ پاکستانیوں کا یہی کام یار عون یہاں مصالے لگانا فیشن سمجھا جاتا ہے	1.0
ہاہاہاہاہاہاہا دیکھو آگ کی بات کون کر رہی ہے جس کے چاچا ہر محکمے کا ریکارڈ جلاتے رہتے ہیں اور اپنی کرپشن بچانے کے لیے یہ ہوتی ہے نااہلی 😂😂😂😂	1.0
اب یہ تو آپ شادی شدہ لوگوں کو پتا ہو گا 	0.0
قابل تو نہیں میں اس کے پر مجھ سے زیادہ خوش اسے رکھ بھی کوئی نہیں سکتا 😌	0.0
اب پتہ نہیں کس کو سب ٹویٹ لائک آرٹی دینا ہو گا ... کس کا حال پوچھتا ہو گا اللہ کرے اس کو کھڈے لائن لگا دے وہ 😜	0.0
جی جی اینج ای اے ۔۔۔۔ایک بات ہے کہ گول روٹی کا شور بھی زیادہ گھر کی بڑی عورت ہی کرتی ہے 😂😂😂😂	0.0
بندا اۓ 😂	0.0
خود کو چھان کے بھی دیکھا ہے صاحب میں نے، اُس کی یادیں میرے جسم و جان سے جاتی ہی نہی ..❤	0.0
"بس موقع ملنا چاہیئے لوگوں کو !!
سب بہتی گنگا میں ہاتھ دھونے کے لئے تیار رہتے ہیں !!
😒
#طنز"	1.0
جزاک اللہ خیرا ❣️	0.0
گلے لگائیں گے ماتھے پہ پیار بھی دیں گے ہم اُس پری کے بدن پر ستم نہیں کریں گے ہزار فائدے ہوں گے محبتوں کے مگر تُو جانتا ہے کہ یہ کام ہم نہیں کریں گے 🍂 اردو_زبان	0.0
نہانے کے بعد صابن کی جھاگ جن کے کانوں میں رہ جائے ان کو چھوڑ کر باقی سب کو گڈ مارننگ😂🤭😜	1.0
اس وقت ن لیگ مقبول ترین جبکہ پی ٹی آئی مجبور ترین نظر آرہی ہے اور شیخ رشید فضول ترین نظر آرہے ہے۔۔۔۔ 😂😂😂😂😂	1.0
صبح 5 بجے سیٹ کیے ہوئے الارم کو 4:45 پہ آف کر کے نے آج سے ایسی فیلنگز آتی ہیں جیسے بم کو ڈیفیوز کر کے پورے شہر کو بچا لیا ہو 😂😂😂😂	1.0
مؤرخ نو اج کل حیرانی تے پریشانی اچ سمجھ ای نہیں لگ ری کے کدر ڈگے 	1.0
گھر کو آگ لگی گھر کے چراغ سے کے مصداق اس کھیل کے کھیلنے والوں نے انتہائی سنگین صورت حال سے صوبے کو انتظامی طور پر دوچار کردیا ہے	0.0
جی بلکل آپ کے علاؤ بھی مجھے بہت سارے لوگ ٹیگ کرتے ہیں میری نوٹی کی تو بینڈ بجا جاتی ہے پھر اور مجھے اپنی ٹوئیٹ ٹیگ میں سے دیکھنی پڑھتی ہے 😕	0.0
سرکاری اسکول کی استانیاں گھر کا لہسن بچوں سے چھلوا کر کہتی ہے بیٹا اے ہوم اکنامکس دا پریکٹکل اے😂😁	1.0
ٹینشن نہ لو 75 کرونا پاکستانیوں نے ہی مارا ہے😜😂😂	1.0
واپسی کا کرایہ مک گیا 😜😜	0.0
بھنڈی 20 روپے تولہ ہے سنا ہے😂	1.0
ایسے کرتے کرتے پانچ سال پورے ہو جائیں گے۔ مریم اورنگزیب ٹی وی پہ آکے مذید 3 سال اور بتائے گی کہ نا اہل کو ہمارے اوپر مسلط کر دیا ہے 😂😂😂	1.0
😂😂😂😂 كخكخكخكخكخكخكخ	0.0
وھ کوئی بھی ھو بیشک میں ھے ھو وہ  کیمنا حرام زیادہ ھو جو حق کی بات نہیں کرتا کامران خان تم نے کتنا پیسا لیا	1.0
لیکن یہ خطاب گلگت بلتستان سے ورچوئل ہوگا وہ جسمانی طور پر کوئٹہ تشریف لے جانا برداشت نہیں کرسکیں گے تاکہ نواز شریف کی تقریر کا ملبہ اپنے اوپر نہ لے سکیں اور کہیں میں تو وہاں موجود ہی نہیں تھا میں نے صرف ورچوئل خطاب کیا۔ 😂😂😂	1.0
 السلام علیکم ورحمتہ اللہ وبرکاتہ ❤️ صبح بخیر🌹🌹🌹🌹🌹🌹🌹🌹 خوش رہیں آباد رہیں💐💐💐💐💐 آمین ثم آمین یارب العالمین 🌺🌺🌺	0.0
 جب ادھر محبت کرنے کا ٹائم ہوتا ہے یا تو برتن گندے پڑے ہوتے یا کپڑے اب بندہ کرے بھی تو کیا کرے 😢	0.0
 شرم سے ڈوب مرنے کا مقام پاکستان کے مومن ججز انصاف کرنے میں 128 ممالک میں سے 118 نمبر پر آگۓ😢 اور بیلجیم کے کافر ججز پہل…	1.0
آگیا دو نمبر چائینہ کا مال بیچ کر😏	1.0
قائداعظم نے ایمبولینس خود خراب کرنے کی کوشش کی تھی۔ لیاقت علی خان نے خود کو گولی مرويٴی تھی۔ ذوالفقار بھٹو نے خود کو سزاۓ موت دی تھی۔ بینظیر نے خود کو گولیاں مرويٴی تھی اور اب عمران خان نے خود پر فائرنگ کروايٴی ہے۔	1.0
 ایک سے بڑھ کر ایک لطیفہ ہمارےہاں پایا جاتا ہے😄وزیراعلیٰ سِندھ کےمطابق صفدر داماد شریف صاحب نے مزارِ قاٸد پر قانون توڑا ہ…	1.0
آپ نے کرمنلز کو بھرتی کیا فوج میں پولیس کی فورس میں 👇🏿👇🏿 شبلی فراز کا حلال بیان	0.0
سلام پاکستان ❤️ اب تو یہی سننا رہ گیا ہے بس کے پی پی پی یا ن لیگ کا کوئی جیالا جیالی ٹی وی پے آکے یہ کہے ڈالے کے سندھ کے وزیرے علی کو اغوہ کر کے پریس کانفرنس کروائی گئی ہے😂	1.0
آئی جی سے لیکر کنسٹیبل تک سبھی چھٹی پر جا رھے ہیں حکومت ڈیزل پر ہی چلتی ھے کھوتے سے نہیں😂😂	1.0
آپ ہیں نہ🙊🙊🙈😂🤣🤣🤣	0.0
آج یوں یاد آئے ہو جیسے کسی ضعیف کو اپنی جوانی۔۔۔🔥♥	0.0
 مارخورز پڑ ھا ئی 🤔🤔🤔سوچ سمجھ کر چھوڑنا میرے دوستوں۔💞❣️💞 کیونکہ کھوتا 29000کا😝😝🤭🤭 اور ریڑھی 18000کی ہو گئی ہے۔۔۔😜😜😜😛😛😛😛😛😛😆🤣🤣🤣…	0.0
 میں ایک نہیں بلکہ دو بچوں کی نانی ہوں، مریم صفدر ھم جو ٹھان لیں منوا کر رھتے ھیں امید ھے اب نعرے میں بھی تبدیلی ھوگی۔۔۔…	1.0
بڑی بڑی پریشانیوں اور تکلیفوں کو سہنے والے بعض اوقات چھوٹی چھوٹی باتوں سے کیوں ٹوٹ جاتے ہیں؟  اردوزبان	0.0
کیپٹن صفدر کو پہلے تو موقع یا جگہ نہیں ملتی، مل جائے تو چھاپہ پڑ جاتا..😜	1.0
متفق علیہ بوس میں بالکل صہمت سو پرتیشت آپ سے لیکن اگر اس نے ایسی باتیں کہی ہیں تو معاشرہ کو دیکھ کر ہی کی ہیں نا خود سے تو فائلز نہیں ڈاؤنلوڈ ہوئیں اور ایک ایک بات آج کے معاشرے پہ صادق آرہی اور حساب لگاؤ جب کہی تب بھی ایسا ہی حال تھا نا ہمارے معاشرے کا 😢	0.0
 مرشد ہمارے واسطے بس ایک شخص تھا مرشد وہ شخص بھی رج کے لعنتی نکلا 	1.0
ویلڈن سر، اچھی طرع بیچ چوراہے رکھ کر کامی کی منجی ٹھوکی ہے آپ نے👊	1.0
بوٹ کے نیچے نہیں آیا، Moein کا میٹ لگا ہوا تھا 😂😂😂	1.0
یہ انصافین ہی ہیں جنہوں نے `` ن '' لیگ کو ن سے `` نانی '' لیگ بنا دیا ہے ۔ 🙊🙉 '' وڈے ظالم او تسی `` -🤣😂😁😀	1.0
جب ملک میں نوٹس وزیراعظم کی بجائے آرمی چیف لے گئے تو سمجھ لو اندروں گل مُک گئی اے 👊💪👊	1.0
تو جو میرے ساتھ ہے💞	0.0
اگرعلامہ اقبال کوپتہ ہوتاکہ پاکستان کو اس طرح بے رحمی سے لوٹا جاۓ گاتووہ پاکستان کاخواب دیکھنےوالی رات جاگ کرگزارتے😂😂	1.0
ہمیں بھی پٹواریوں کے جن نکالنے میں مزہ آتا ہے بہن سے سیکھتے ہیں 🙏🙏🙏	1.0
بہت شکریہ 😍 آپ نے گڈ نائٹ اللہ خافظ والی ٹویٹ کر دی ہوئی ہے 15 منٹ پہلے 😇😇	0.0
 انگور 180 روپے درجن کھیرا 30 روپے فُٹ بلاول 😂	0.0
شرماناں کیوں ایں توں Leonardo بنڑ شاوا جوان شاوا او آیا میشی دا لیونارڈو 😉	0.0
"وہ مسلمان نہیں تھا اس لئے نفسیاتی مریض تھا، اور سفید فام 58 لوگوں کو قتل کرکے بھی دہشتگرد نہیں کہلاتا..❗
Feeling# #Sarcastic"	1.0
بڑی دیر سے ٹوٹیفکیشنز میں سناٹا تھا اور پھر میں حرام خوروں کو چھیڑ دیا۔ اب گالیوں سے بھرا پڑا ہے۔😆😆😆😆😆😆😆😂😂😂😂😂😂😂😂😂😂😂😂😂	1.0
سندھ کاوزیرِ اعلیٰ تو کٹھ پتلی نکلا 🙈 کون چلارہاہے سندھ کو 🙊😂 یہ لاجیکل سوالات کوئ کیوں نہیں پوچھ رہا ؟؟؟	1.0
تسی قدر کر لو ساڈی😂	0.0
اپنا پرانا وقت کا ایکسپئرنس شئر کیا ☺	0.0
فیصل واڈا نے پنکی پیرنی کو اپنی امی کا درجہ دے دیا اب سوال یہ ہے کہ عمران خان واڈے کا ابا ہو گا یا خاور مانیکا 😁	1.0
اپنے خلاف باتیں سن کر حوصلہ نہ ہارو۔🔥 شور کھلاڑی نہیں تماشاہی کرتے ہیں۔🎶	1.0
پہلا جلسہ نواز شریف غائب دوسرا جلسہ بلاول زرداری غائب آخری جلسہ فضل الرحمان غائب.. 😀	1.0
اذان غور سے سننےسے کافی ذہنی بیماریوں سے نجات مل جاتی ہے..❤	0.0
اوہ مسٹر تو جب سب یوتھیے مکہ اور مدینہ میں جا کر نعرے لگا رہے تھے حج اور عمرہ کے دوران اس وقت آپ کہاں تھے۔ وہ کیا ٹھیک تھا۔ اس وقت آپ نے کوئی ویڈیو یا پول بنایا عوام کی رائے کے لئیے؟؟؟؟؟؟ آپکی نظر میں کیا قائد اللہ اور نبی سے بھی آگے ہیں ؟؟؟؟ افسوس 🤷‍♂️🤦‍♂️	1.0
"ستا پہ غم کے اوچ لکا سنڈا شوم
(آپ کے غم نے ایسا سوکها دیا جیسے بهینسا )
#sarcasm"	1.0
شکریہ آپ کا نوازش بہت اچھا ہے 💯🙏	0.0
انشاءاللہ ضرور اب مس نہی کروں گی ... 💕	0.0
 مرد کے اعصاب پر عورت سوار نہ ہو تو کیا ہاتھی گھوڑے سوار ہوں ... ؟ منٹو😏😏	0.0
چھٹی_لو_عہدے_کو_عزت_دو کچھ لوگوں نے 22 کروڑ عوام کی ذمہ داری ایسے شخص کو سونپ دی👻 جس نے کبھی اپنے بچوں کی ذمہ داری نہیں لی 🤣🤣🤣	1.0
حدیثِ پاک 🌺 حضرت ابوہریرہ ؓ بیان کرتے ہیں رسول اللہ صلی ‌اللہ ‌علیہ ‌وآلہ ‌وسلم نےفرمایا دو آدمیوں کا کھانا تین کے لیے کافی ہوتا ہے جبکہ تین کا کھانا چار کے لیے کافی ہوتا ہے	0.0
ہاں ہاں ہمیں پتا ہے اگلی کٹھ پتلی بے بی بلاول ہی ہے ۔ سندھ میں رینجرز راج برقرار رکھنے کے لئے بے بی بلاول کو ہر کچھ دن بعد فیڈر دینا ضروری ہوتا ہے ۔ ✋🏾	1.0
بہت اچھا اور ویسے ان کے لئے بنتا بھی یہی ہے کیونکہ ایسے لوگ ٹی ایل پہ اشفاق احمد اور ڈی ایم میں منٹو بن جاتے 😂😂😂😂 جے بندے دے پتر بن کے رہن تے فیر بلاک شلاک نہ ہوون	1.0
"ابو نے میسج کیا کہ گھر جلدی آنا پپو نے جلدی میں ""اوکے جان"" لکھ دیا پھر اسکے بھائی کا میسج آیا کہ ""آج گھر مت آنا"" 

#طنزومزاح
#Sarcasm"	1.0
طلبہ رل رہے ہیں بستی میں ابھی بھی اپنی مستی میں انہیں ابھی بھی یہی پڑی ہے کہ فلاں چیز کی قیمت میں کمی آئی فلاں چیز بہتر ہوئی او بھئی ہم طلبہ نے تو تعلیم کا محکمہ دیکھنا ہے نا جس کا آپ نے بیڑہ غرق کر دیا۔۔۔۔😪😡😤 NoPmcSyllabus Werejectpmcsyllabus WewantUhsSyllabus	1.0
اچھا پھر بُری نظر سے نہ دیکھنا میرا پیٹ پہلے ہی خراب رہتا ہے 😐	1.0
 یوتھیوں کو عربی میں حمار اردو میں گدھا پشتو میں خر پنجابی میں کھوتا سندھ میں گڈھ بلوچی میں کھر کہتے ہیں	1.0
 بظاھرریٹائیرڈکیپٹن صفدراعوان درپردہ فوج کابندہ ھےPDMتوڑنےکیلئےمزارِقائدکی توھین والی چال چلی😉Very well do…	1.0
کچھ لوگ چند ایک میری ٹویٹس کو ایسے سیریس لے جاتے ہیں اور سڑو کمنٹس کرتے ہیں جیسے میں نے ان کو ہی کہا ہو ، مطلب مذاق کی حس ہی نہیں🙄😐😡 چول جئے 😏	0.0
